VAR1,VAR2,VAR3,VAR4,TRAITEMENT,CIBLE
0.454354,B,0.625688,0.899389,T2,0
0.667041,B,0.965538,0.224383,T2,0
0.795483,C,0.492003,0.747772,T2,1
0.904831,A,0.926692,0.755876,T2,0
0.236202,C,0.158319,0.667328,T2,0
0.883234,C,0.961122,0.584801,T2,0
0.487361,C,0.534966,0.977247,T2,0
0.676415,A,0.556855,0.084275,T2,1
0.977022,B,0.347912,0.071601,T2,0
0.601007,B,,0.632776,T2,0
0.093115,B,0.324553,0.690794,T2,0
0.886921,C,0.834172,0.082531,T2,0
0.516974,A,0.749396,0.374376,T2,1
0.486608,C,0.906931,0.576620,T2,0
0.189126,C,0.745120,0.301148,T2,0
0.902060,A,0.064040,0.183466,T2,1
0.614876,C,0.814439,0.314719,T2,0
0.022197,A,0.535980,0.715870,T2,0
0.262347,B,0.176969,0.554148,T2,0
0.767102,A,0.156739,0.215405,T2,1
0.131068,B,0.098270,0.240113,T2,0
0.330567,A,0.970612,0.390407,T2,0
0.624013,B,0.905132,0.501265,T2,0
0.626757,A,0.228660,0.221197,T2,1
0.554153,C,0.505199,0.216819,T2,1
0.781512,C,0.505665,0.268526,T2,1
0.437150,B,0.486293,0.401007,T2,0
0.638242,A,0.700252,0.424769,T2,1
0.777057,B,,0.940334,T2,0
0.641197,A,,0.569967,T2,1
0.341410,C,0.212305,0.316317,T2,0
0.601049,A,0.271466,0.705466,T2,1
0.937364,C,0.720176,0.073079,T2,1
0.343287,C,0.592925,0.289806,T2,0
0.296747,A,0.183608,0.346998,T2,0
0.884348,B,0.134841,0.845520,T2,0
0.498830,B,0.418504,0.657570,T2,0
0.503563,C,0.533288,0.227261,T2,1
0.552483,B,0.738136,0.914152,T2,0
0.661346,C,,0.504453,T2,1
0.789027,C,0.818737,0.745787,T2,0
0.437041,B,0.318824,0.437261,T2,0
0.594181,A,0.470469,0.890949,T2,1
0.136645,A,0.877729,0.275054,T2,0
0.737078,C,0.561378,0.539770,T2,1
0.868778,A,0.604317,0.570621,T2,1
0.762570,C,0.939411,0.656309,T2,0
0.600689,C,0.808781,0.251386,T2,0
0.472485,C,0.192281,0.253896,T2,0
0.781968,B,0.015881,0.206965,T2,0
0.637285,B,0.883765,0.844459,T2,0
0.951202,A,0.496214,0.239765,T2,1
0.488709,C,0.260054,0.456073,T2,0
0.650724,C,0.422816,0.330082,T2,1
0.272930,B,0.931747,0.750360,T2,0
0.425506,C,0.330053,0.525036,T2,0
0.580142,C,0.126816,0.144113,T2,1
0.011925,A,0.135444,0.746814,T2,0
0.122973,B,0.976217,0.149571,T2,0
0.923512,C,0.518720,0.213814,T2,1
0.935997,A,0.131540,0.897555,T2,1
0.911033,A,0.313545,0.744268,T2,1
0.064102,C,0.349283,0.180237,T2,0
0.200199,A,0.741937,0.621364,T2,0
0.709685,C,0.661363,0.775960,T2,1
0.998177,A,0.281206,0.137675,T2,1
0.671126,B,0.082179,0.123994,T2,0
0.118531,B,0.855996,0.220492,T2,0
0.690153,B,0.021314,0.361440,T2,0
0.524179,B,0.096063,0.585477,T2,0
0.106902,B,0.782393,0.829126,T2,0
0.083723,A,0.451489,0.326901,T2,0
0.454165,B,0.076044,0.264727,T2,0
0.086543,A,0.086556,0.189482,T2,0
0.233552,C,,0.147633,T2,0
0.657008,A,0.433471,0.183859,T2,1
0.282718,A,0.937860,0.060732,T2,0
0.201701,C,0.986323,0.770492,T2,0
0.031841,B,0.818966,0.564475,T2,0
0.762648,C,0.992282,0.089646,T2,0
0.826434,C,0.979149,0.399570,T2,0
0.206939,A,0.037415,0.393272,T2,0
0.100582,C,0.926757,0.656915,T2,0
0.984631,B,0.696194,0.885056,T2,0
0.083039,C,0.376423,0.172475,T2,0
0.355341,B,0.607881,0.881692,T2,0
0.130801,B,0.333250,0.991082,T2,0
0.739852,C,0.348494,0.761150,T2,1
0.213089,C,0.261706,0.553454,T2,0
0.887394,B,0.108138,0.488110,T2,0
0.293888,B,0.990886,0.361283,T2,0
0.697002,A,0.062693,0.458247,T2,1
0.491702,B,0.606317,0.381838,T2,0
0.352841,A,0.180141,0.077669,T2,0
0.866953,A,0.346453,0.659154,T2,1
0.308600,B,0.300971,0.075950,T2,0
0.271276,A,0.706444,0.136649,T2,0
0.047854,A,0.113732,0.042206,T2,0
0.006389,C,0.352666,0.827138,T2,0
0.165752,A,0.244392,0.595180,T2,0
0.799134,B,0.993308,0.062571,T2,0
0.134273,B,0.023957,0.508334,T2,0
0.079780,A,0.476076,0.509391,T2,0
0.599781,C,0.640894,0.252696,T2,1
0.387385,C,0.113423,0.013013,T2,0
0.929587,A,0.597957,0.117669,T2,1
0.722811,C,0.771721,0.162199,T2,1
0.419880,A,0.055022,0.063953,T2,0
0.890773,B,0.643947,0.048691,T2,0
0.418541,C,0.278928,0.352912,T2,0
0.352867,A,0.962390,0.230235,T2,0
0.519326,C,0.468841,0.364961,T2,1
0.630351,C,0.134858,0.845078,T2,1
0.373548,A,0.141629,0.522930,T2,0
0.465138,A,0.761891,0.772574,T2,0
0.101562,A,0.743932,0.034905,T2,0
0.933695,A,0.243378,0.910691,T2,1
0.160383,C,0.982579,0.864309,T2,0
0.448502,C,0.340005,0.571161,T2,0
0.431669,B,,0.886176,T2,0
0.214262,B,0.141188,0.280538,T2,0
0.762610,B,,0.571677,T2,0
0.657540,B,0.253449,0.836419,T2,0
0.656627,C,0.572452,0.816929,T2,1
0.953946,C,0.249934,0.727922,T2,1
0.910231,B,0.554803,0.980841,T2,0
0.902314,B,0.493632,0.805687,T2,0
0.587247,B,0.935681,0.256491,T2,0
0.491847,B,0.008622,0.687365,T2,0
0.913381,B,0.896325,0.570551,T2,0
0.870123,A,0.872012,0.889901,T2,0
0.502908,B,,0.155482,T2,0
0.669623,A,0.295040,0.452452,T2,1
0.499660,A,0.559879,0.720191,T2,0
0.197074,C,0.504228,0.671799,T2,0
0.981397,B,0.105606,0.205919,T2,0
0.357925,A,0.381073,0.121627,T2,0
0.601197,A,0.483431,0.362975,T2,1
0.863751,B,0.288603,0.088021,T2,0
0.300662,A,0.276562,0.026509,T2,0
0.576137,A,0.399682,0.612293,T2,1
0.068890,A,0.407591,0.405832,T2,0
0.634694,A,,0.008123,T2,1
0.579176,C,0.527887,0.682783,T2,1
0.947632,A,0.057964,0.391464,T2,1
0.282416,B,0.102170,0.513364,T2,0
0.798727,C,0.675929,0.583122,T2,1
0.134030,A,0.075323,0.591932,T2,0
0.694396,B,0.898403,0.877928,T2,0
0.405811,C,0.409428,0.706927,T2,0
0.234334,C,0.379780,0.316772,T2,0
0.500669,B,0.475787,0.173128,T2,0
0.792139,B,0.309645,0.781091,T2,0
0.448840,B,0.482635,0.513076,T2,0
0.779077,A,0.529274,0.193262,T2,1
0.789865,B,0.631271,0.512367,T2,0
0.269190,B,0.014287,0.299447,T2,0
0.688355,B,0.943483,0.690191,T2,0
0.007231,B,0.447661,0.809131,T2,0
0.439431,A,0.849128,0.029872,T2,0
0.072917,B,0.310934,0.129017,T2,0
0.804573,A,0.086091,0.994737,T2,1
0.320276,B,0.582471,0.230017,T2,0
0.973280,B,0.809039,0.265275,T2,0
0.804323,B,0.258865,0.910322,T2,0
0.109055,C,0.529858,0.669722,T2,0
0.793004,B,0.199179,0.195446,T2,0
0.846342,C,0.149810,0.705171,T2,1
0.630752,A,0.398151,0.084473,T2,1
0.678370,C,0.448339,0.423558,T2,1
0.187907,C,0.840320,0.284672,T2,0
0.472357,A,0.401870,0.991688,T2,0
0.731182,C,0.244312,0.775188,T2,1
0.570136,C,0.311175,0.061660,T2,1
0.021827,A,0.475499,0.407671,T2,0
0.743162,B,0.385428,0.363389,T2,0
0.270093,B,0.727094,0.469441,T2,0
0.621110,C,0.538583,0.650097,T2,1
0.600547,B,0.423082,0.348711,T2,0
0.105668,C,0.441885,0.993948,T2,0
0.539629,C,,0.942584,T2,0
0.952737,B,0.341457,0.457541,T2,0
0.140107,A,0.746370,0.393172,T2,0
0.304152,A,0.565419,0.977932,T2,0
0.458594,A,0.851074,0.028063,T2,0
0.082907,C,0.312963,0.665827,T2,0
0.739075,B,0.751596,0.330700,T2,0
0.166441,B,0.010818,0.515145,T2,0
0.693107,A,0.286873,0.332420,T2,1
0.527193,A,0.320586,0.121946,T2,1
0.519629,A,0.180744,0.783828,T2,1
0.280721,A,0.867181,0.521421,T2,0
0.452581,A,0.037872,0.102101,T2,0
0.307931,C,0.480384,0.604223,T2,0
0.538298,C,0.615155,0.303853,T2,1
0.065710,B,,0.269849,T2,0
0.734262,A,0.044227,0.137500,T2,1
0.094243,B,,0.060016,T2,0
0.580772,A,0.421935,0.126738,T2,1
0.266351,C,0.381066,0.019791,T2,0
0.682385,C,0.426433,0.163325,T2,1
0.463447,A,,0.088949,T2,0
0.976119,B,0.655789,0.995787,T2,0
0.518386,C,0.364557,0.345613,T2,1
0.354234,B,0.755511,0.088267,T2,0
0.592114,C,0.213721,0.856922,T2,1
0.301325,C,0.906393,0.355532,T2,0
0.577173,A,0.609067,0.721354,T2,1
0.461106,A,0.264829,0.717346,T2,0
0.443981,B,,0.926511,T2,0
0.816220,B,0.942363,0.598318,T2,0
0.617436,C,0.123509,0.758063,T2,1
0.677256,A,0.549636,0.959241,T2,1
0.246380,B,0.403326,0.351793,T2,0
0.619841,A,0.935935,0.779687,T2,0
0.310705,A,0.408128,0.813572,T2,0
0.655746,C,0.994496,0.083793,T2,0
0.783675,C,0.454617,0.755982,T2,1
0.432757,B,0.076907,0.544819,T2,0
0.651797,B,0.688447,0.128460,T2,0
0.595073,A,0.174256,0.909012,T2,1
0.732892,C,0.308350,0.182806,T2,1
0.199641,B,0.894310,0.168384,T2,0
0.907525,A,0.891868,0.327611,T2,0
0.609304,C,0.476419,0.595045,T2,1
0.423365,C,0.300967,0.517660,T2,0
0.998280,A,0.868111,0.717000,T2,0
0.916272,B,0.455379,0.571311,T2,0
0.044094,B,0.510272,0.206832,T2,0
0.302671,C,0.249082,0.463720,T2,0
0.986486,B,0.793708,0.350688,T2,0
0.180147,C,0.182463,0.578564,T2,0
0.117558,A,0.706975,0.884548,T2,0
0.061246,A,0.217466,0.608005,T2,0
0.041692,C,0.628375,0.970950,T2,0
0.028560,B,0.624239,0.613056,T2,0
0.657353,B,0.700141,0.480293,T2,0
0.829445,C,0.512010,0.605128,T2,1
0.042533,C,0.720289,0.946865,T2,0
0.567243,A,0.349983,0.173797,T2,1
0.523103,C,0.037513,0.657008,T2,1
0.298462,C,0.840141,0.954219,T2,0
0.054921,C,,0.389519,T2,0
0.157773,B,0.835415,0.874816,T2,0
0.063602,B,0.602052,0.581193,T2,0
0.441070,A,,0.521286,T2,0
0.656031,C,0.742527,0.601600,T2,1
0.477301,A,0.054082,0.809951,T2,0
0.922944,C,0.549098,0.647332,T2,1
0.636604,C,0.715461,0.253344,T2,1
0.464519,C,0.087326,0.798811,T2,0
0.373980,C,0.207204,0.944646,T2,0
0.804647,B,0.325091,0.824040,T2,0
0.519722,C,0.443479,0.275943,T2,1
0.580274,A,0.493069,0.003164,T2,1
0.246644,A,0.418819,0.947880,T2,0
0.331834,C,0.258157,0.224668,T2,0
0.719693,A,0.887588,0.643587,T2,0
0.430581,C,0.930331,0.030223,T2,0
0.266234,B,0.631395,0.890507,T2,0
0.994254,C,0.873107,0.661855,T2,0
0.498336,C,0.517244,0.341116,T2,0
0.918473,B,0.470747,0.178004,T2,0
0.197566,A,0.662569,0.475189,T2,0
0.321658,B,0.696158,0.942732,T2,0
0.766849,B,0.089408,0.130333,T2,0
0.044876,C,0.094180,0.355196,T2,0
0.240298,B,0.209319,0.366964,T2,0
0.979014,B,0.042647,0.043276,T2,0
0.034452,B,0.425475,0.682030,T2,0
0.405869,B,0.705980,0.203586,T2,0
0.488135,C,0.100818,0.125079,T2,0
0.100572,A,,0.906454,T2,0
0.838696,C,,0.720630,T2,0
0.448088,A,,0.659281,T2,0
0.100380,A,0.072390,0.727373,T2,0
0.403156,C,0.781342,0.802060,T2,0
0.646606,C,0.612001,0.413518,T2,1
0.054206,B,0.718978,0.665503,T2,0
0.935590,B,,0.647784,T2,0
0.593031,B,,0.575853,T2,0
0.693737,C,,0.563287,T2,1
0.385094,B,0.250337,0.457962,T2,0
0.057277,C,0.299946,0.606634,T2,0
0.973473,A,0.824380,0.067764,T2,0
0.503291,B,0.237348,0.654926,T2,0
0.229406,C,,0.823416,T2,0
0.332351,B,0.209767,0.936649,T2,0
0.222034,A,0.809674,0.520200,T2,0
0.665868,B,0.567124,0.972645,T2,0
0.740927,C,0.957445,0.526529,T2,0
0.784869,B,0.349074,0.363909,T2,0
0.022780,C,,0.308106,T2,0
0.183489,B,0.415881,0.502123,T2,0
0.846788,B,0.622615,0.118259,T2,0
0.982604,C,0.737036,0.620007,T2,1
0.227499,B,0.240124,0.105852,T2,0
0.078976,A,0.668523,0.424019,T2,0
0.480073,B,0.719621,0.110637,T2,0
0.074974,C,0.908299,0.293856,T2,0
0.651118,C,0.398406,0.182031,T2,1
0.066440,C,0.959314,0.994063,T2,0
0.993896,A,0.247964,0.773220,T2,1
0.423456,C,0.201522,0.746753,T2,0
0.853862,B,0.449643,0.075797,T2,0
0.015362,B,0.787289,0.583176,T2,0
0.962599,B,0.000363,0.387671,T2,0
0.740829,B,0.231351,0.660721,T2,0
0.550763,A,0.215495,0.308590,T2,1
0.505902,A,0.817126,0.196073,T2,0
0.536343,C,0.603702,0.624326,T2,1
0.554936,A,0.883028,0.086410,T2,0
0.680804,A,0.752766,0.700719,T2,1
0.415063,C,0.293238,0.808606,T2,0
0.974553,A,0.809169,0.998120,T2,0
0.696199,C,,0.383617,T2,1
0.902588,C,0.338985,0.794708,T2,1
0.720520,C,0.971666,0.195162,T2,0
0.954782,B,,0.801022,T2,0
0.373784,B,0.766196,0.188634,T2,0
0.378234,B,0.019864,0.232156,T2,0
0.532237,B,0.294879,0.039341,T2,0
0.143250,B,0.870003,0.010645,T2,0
0.898038,A,0.226671,0.445231,T2,1
0.094656,B,0.284208,0.528820,T2,0
0.316363,C,0.280575,0.584164,T2,0
0.281779,A,0.255243,0.929418,T2,0
0.805998,C,,0.299559,T2,1
0.117503,A,0.312838,0.972052,T2,0
0.873923,A,0.564560,0.808410,T2,1
0.801923,C,0.452597,0.928483,T2,1
0.353310,A,0.646431,0.029180,T2,0
0.032259,B,0.959145,0.353669,T2,0
0.613137,A,0.484569,0.334799,T2,1
0.729368,B,0.292725,0.210647,T2,0
0.540488,A,0.038714,0.500831,T2,1
0.263049,C,0.709372,0.675507,T2,0
0.681193,A,0.990545,0.627200,T2,0
0.466218,B,0.377856,0.677252,T2,0
0.656684,A,0.740469,0.520845,T2,1
0.726223,A,0.423100,0.972955,T2,1
0.408097,A,0.828025,0.909518,T2,0
0.841964,B,0.446967,0.795633,T2,0
0.009069,B,0.275422,0.984627,T2,0
0.978842,A,0.271663,0.787143,T2,1
0.499037,B,0.295017,0.252827,T2,0
0.480093,C,0.596733,0.299136,T2,0
0.589974,C,0.752624,0.385324,T2,1
0.799827,C,0.273847,0.467193,T2,1
0.890853,B,,0.444270,T2,0
0.110649,A,0.275071,0.818685,T2,0
0.622498,A,0.576614,0.467358,T2,1
0.314478,B,0.258119,0.067865,T2,0
0.560791,A,0.994397,0.366463,T2,0
0.612062,C,0.318160,0.818232,T2,1
0.216328,C,0.723694,0.745515,T2,0
0.551106,C,0.312142,0.306404,T2,1
0.999258,B,0.920958,0.426988,T2,0
0.976730,B,0.447848,0.131348,T2,0
0.691777,A,0.315690,0.697931,T2,1
0.331154,C,0.467375,0.609730,T2,0
0.672051,B,0.972566,0.660736,T2,0
0.802114,A,0.259687,0.702747,T2,1
0.769871,C,0.471444,0.647638,T2,1
0.065873,C,0.367299,0.907147,T2,0
0.280096,B,0.131823,0.061392,T2,0
0.945046,A,0.379118,0.891428,T2,1
0.411314,B,,0.069611,T2,0
0.507824,A,0.582703,0.231394,T2,1
0.907482,B,0.576862,0.766671,T2,0
0.957128,B,0.523175,0.447276,T2,0
0.323202,C,0.993934,0.269612,T2,0
0.657035,B,0.615373,0.406072,T2,0
0.135364,C,0.734562,0.277868,T2,0
0.130108,B,0.552289,0.150128,T2,0
0.953041,C,0.736933,0.887952,T2,1
0.485380,C,,0.729940,T2,0
0.386372,B,0.407361,0.530517,T2,0
0.645208,A,,0.373505,T2,1
0.288875,C,0.029120,0.896628,T2,0
0.291739,C,0.530031,0.564221,T2,0
0.259072,C,0.266331,0.450407,T2,0
0.915773,B,0.267119,0.775198,T2,0
0.319012,B,0.960215,0.989806,T2,0
0.944367,C,0.458385,0.108709,T2,1
0.597149,C,0.854450,0.073434,T2,0
0.649306,C,,0.892028,T2,1
0.169647,A,0.007830,0.726676,T2,0
0.400179,C,0.393037,0.335127,T2,0
0.601632,A,,0.630609,T2,1
0.040165,C,0.899773,0.412360,T2,0
0.440411,B,0.949414,0.686393,T2,0
0.966605,B,0.592785,0.746057,T2,0
0.544479,B,,0.751335,T2,0
0.005140,B,0.334816,0.058412,T2,0
0.710239,C,0.420496,0.279681,T2,1
0.821016,B,0.312285,0.315670,T2,0
0.808978,B,0.986458,0.335289,T2,0
0.944749,A,,0.719461,T2,1
0.729759,B,0.823326,0.603875,T2,0
0.469324,C,0.327438,0.409825,T2,0
0.755891,A,0.313773,0.596861,T2,1
0.855181,A,0.255652,0.189495,T2,1
0.036137,A,0.365706,0.617665,T2,0
0.096650,C,0.479234,0.025103,T2,0
0.358102,C,0.681601,0.621790,T2,0
0.849202,C,0.865057,0.962245,T2,0
0.828545,B,0.962456,0.286234,T2,0
0.353664,C,0.006048,0.719319,T2,0
0.937338,A,0.600005,0.332226,T2,1
0.440024,B,0.402450,0.991059,T2,0
0.203289,A,0.433667,0.345387,T2,0
0.883577,B,0.787937,0.910057,T2,0
0.346112,A,0.755821,0.124244,T2,0
0.234680,B,0.457855,0.296761,T2,0
0.551324,A,0.992080,0.561633,T2,0
0.667825,B,0.893628,0.974431,T2,0
0.309703,C,0.267967,0.469521,T2,0
0.356526,A,0.420446,0.339835,T2,0
0.692315,B,,0.084982,T2,0
0.404458,A,0.939194,0.700754,T2,0
0.789619,B,0.135630,0.633289,T2,0
0.027464,B,0.465637,0.841271,T2,0
0.424611,A,0.716216,0.897199,T2,0
0.773761,C,0.938139,0.311323,T2,0
0.574978,C,0.397028,0.307837,T2,1
0.331374,A,0.675962,0.230811,T2,0
0.287498,A,0.856082,0.190246,T2,0
0.080493,B,0.348315,0.320821,T2,0
0.737872,B,0.205380,0.080653,T2,0
0.175421,C,0.273391,0.665208,T2,0
0.180065,B,0.864943,0.747520,T2,0
0.759861,A,0.129149,0.781808,T2,1
0.261782,A,0.517188,0.536678,T2,0
0.138709,B,0.749069,0.415587,T2,0
0.637551,B,0.155607,0.301836,T2,0
0.633830,C,0.717121,0.551708,T2,1
0.267476,B,0.554126,0.992470,T2,0
0.893897,B,0.280552,0.525729,T2,0
0.344971,B,0.771349,0.992017,T2,0
0.389246,A,0.538086,0.206079,T2,0
0.369836,B,0.028639,0.552281,T2,0
0.190391,A,0.252389,0.552606,T2,0
0.908900,B,0.932113,0.659557,T2,0
0.819840,A,0.807177,0.193488,T2,0
0.552603,B,0.185245,0.249931,T2,0
0.374939,A,0.437494,0.979502,T2,0
0.897031,A,0.017864,0.765147,T2,1
0.030875,A,0.630007,0.521528,T2,0
0.393429,A,0.990124,0.894215,T2,0
0.793596,A,0.843433,0.310948,T2,0
0.655672,B,0.191690,0.437479,T2,0
0.285264,B,0.765968,0.037323,T2,0
0.851544,B,0.506458,0.153601,T2,0
0.820844,B,0.884575,0.420140,T2,0
0.049341,B,0.973045,0.245346,T2,0
0.907179,A,0.615305,0.958475,T2,1
0.231319,B,0.337887,0.057475,T2,0
0.417940,B,0.353176,0.519744,T2,0
0.895881,A,0.163858,0.469764,T2,1
0.078128,C,0.261997,0.640492,T2,0
0.375581,A,0.303942,0.002598,T2,0
0.500446,A,0.191580,0.066763,T2,1
0.359127,C,0.363864,0.353852,T2,0
0.933114,A,0.475140,0.834555,T2,1
0.046240,A,0.397561,0.529989,T2,0
0.594031,A,0.710067,0.309902,T2,1
0.181854,A,0.676131,0.192966,T2,0
0.884353,B,0.124153,0.816627,T2,0
0.616444,C,0.811504,0.681049,T2,0
0.201679,B,0.260720,0.700924,T2,0
0.998380,C,0.935710,0.361472,T2,0
0.900601,C,0.372702,0.311820,T2,1
0.221065,B,,0.797931,T2,0
0.470821,B,,0.190744,T2,0
0.869094,B,0.078018,0.971682,T2,0
0.631385,A,0.302313,0.228001,T2,1
0.424788,A,0.991028,0.713808,T2,0
0.598255,C,,0.093353,T2,1
0.396520,B,0.540790,0.872753,T2,0
0.196293,B,0.665544,0.797133,T2,0
0.971374,C,0.529876,0.796920,T2,1
0.577738,A,0.974925,0.557284,T2,0
0.885066,B,0.666850,0.607006,T2,0
0.302340,A,0.641361,0.632800,T2,0
0.824193,C,0.887113,0.201749,T2,0
0.490833,B,0.566688,0.580003,T2,0
0.642838,A,0.178644,0.299478,T2,1
0.319237,A,0.702941,0.754546,T2,0
0.516751,C,0.805560,0.016247,T2,0
0.607214,A,0.270331,0.244963,T2,1
0.767191,A,0.799320,0.768865,T2,1
0.203210,A,0.779687,0.891390,T2,0
0.380736,B,0.338792,0.851911,T2,0
0.498750,A,0.496886,0.036917,T2,0
0.581764,B,0.039999,0.684352,T2,0
0.038245,B,0.035420,0.943513,T2,0
0.194226,B,0.311514,0.544525,T2,0
0.493695,C,0.216648,0.091801,T2,0
0.352035,B,0.267661,0.428580,T2,0
0.008575,A,0.222585,0.604703,T2,0
0.921636,B,0.815352,0.940436,T2,0
0.830587,B,0.818103,0.041188,T2,0
0.336386,B,,0.151951,T2,0
0.053502,A,0.767550,0.492499,T2,0
0.380823,B,0.873482,0.136473,T2,0
0.501408,A,0.817553,0.784050,T2,0
0.078426,C,0.119040,0.880124,T2,0
0.527129,A,0.201185,0.938429,T2,1
0.626492,A,,0.727874,T2,1
0.335381,C,0.602157,0.009997,T2,0
0.743093,B,,0.532199,T2,0
0.080455,B,0.754682,0.497277,T2,0
0.495605,A,0.081827,0.519898,T2,0
0.431624,C,0.296719,0.634309,T2,0
0.441960,A,0.968390,0.922531,T2,0
0.920235,B,0.125804,0.629759,T2,0
0.462832,C,0.853388,0.445567,T2,0
0.811366,B,0.096066,0.275803,T2,0
0.887695,A,,0.532586,T2,0
0.778241,A,0.891036,0.715604,T2,0
0.818379,B,0.976247,0.979971,T2,0
0.343886,B,0.858992,0.473943,T2,0
0.877385,A,0.081352,0.763814,T2,1
0.716352,B,0.764342,0.767122,T2,0
0.409809,C,0.627116,0.612469,T2,0
0.251771,C,0.784135,0.433594,T2,0
0.378314,C,,0.160483,T2,0
0.239907,C,0.408338,0.584251,T2,0
0.549629,B,0.931731,0.030044,T2,0
0.222792,B,0.847750,0.791158,T2,0
0.946531,B,0.582788,0.272895,T2,0
0.729689,A,0.129791,0.749140,T2,1
0.523064,C,0.424766,0.405539,T2,1
0.258291,A,0.983248,0.127198,T2,0
0.914330,A,0.207735,0.584999,T2,1
0.000398,A,0.019227,0.735904,T2,0
0.847971,A,0.020742,0.661837,T2,1
0.521734,C,0.100468,0.687084,T2,1
0.959989,B,0.094711,0.385448,T2,0
0.204334,B,0.483591,0.053750,T2,0
0.475586,A,0.201821,0.989203,T2,0
0.413394,C,0.779422,0.261135,T2,0
0.661660,C,0.549930,0.448218,T2,1
0.325917,C,0.306267,0.063154,T2,0
0.098538,C,0.118356,0.870738,T2,0
0.253926,C,0.043942,0.758185,T2,0
0.962325,B,0.623266,0.557109,T2,0
0.269468,A,0.239798,0.247378,T2,0
0.562461,A,0.534885,0.823984,T2,1
0.531886,B,0.707453,0.038366,T2,0
0.580171,A,0.610714,0.824337,T2,1
0.406329,A,0.431897,0.737853,T2,0
0.074057,C,0.242908,0.886998,T2,0
0.736774,C,0.471825,0.901456,T2,1
0.804498,C,0.809545,0.157112,T2,0
0.609134,C,0.836382,0.920443,T2,0
0.053822,C,0.751773,0.947451,T2,0
0.274923,B,0.206879,0.780916,T2,0
0.121085,A,,0.745108,T2,0
0.203103,C,0.759240,0.694616,T2,0
0.478829,C,,0.726355,T2,0
0.932956,B,0.841658,0.159112,T2,0
0.813792,B,0.944816,0.776492,T2,0
0.928392,A,0.810334,0.532196,T2,0
0.753062,B,0.073940,0.300837,T2,0
0.349859,C,0.148054,0.307113,T2,0
0.149112,C,0.620312,0.466428,T2,0
0.677059,C,,0.250800,T2,1
0.527833,A,0.122272,0.500378,T2,1
0.011267,C,,0.700989,T2,0
0.538435,A,0.009559,0.525349,T2,1
0.842114,A,0.159149,0.916833,T2,1
0.568638,C,0.069580,0.018250,T2,1
0.086764,A,0.755668,0.336079,T2,0
0.129361,B,,0.830815,T2,0
0.501689,B,0.061082,0.766642,T2,0
0.337440,B,,0.324498,T2,0
0.663899,C,,0.076384,T2,1
0.965372,A,0.116393,0.863924,T2,1
0.663514,B,0.853051,0.405380,T2,0
0.188627,A,0.161262,0.079343,T2,0
0.122579,C,0.682267,0.965001,T2,0
0.291958,A,0.577143,0.956916,T2,0
0.440108,C,0.043274,0.669702,T2,0
0.355780,B,0.399676,0.512348,T2,0
0.964544,A,0.693986,0.559112,T2,1
0.709189,C,0.543332,0.087057,T2,1
0.725033,C,0.726916,0.469023,T2,1
0.056763,B,0.678899,0.762621,T2,0
0.912235,A,0.776843,0.662463,T2,1
0.109384,B,0.109584,0.704965,T2,0
0.226247,A,0.992551,0.249482,T2,0
0.801442,B,0.838391,0.554355,T2,0
0.972591,A,0.111622,0.614463,T2,1
0.624418,A,0.597966,0.689612,T2,1
0.334740,B,,0.146249,T2,0
0.214227,C,0.371853,0.068712,T2,0
0.318452,B,0.855174,0.699947,T2,0
0.565629,A,0.428268,0.734195,T2,1
0.824032,C,,0.024357,T2,1
0.574796,B,0.439900,0.271436,T2,0
0.545938,C,0.348293,0.659523,T2,1
0.251028,B,0.388632,0.772327,T2,0
0.939402,A,0.452624,0.575053,T2,1
0.941434,A,0.930821,0.244610,T2,0
0.680304,C,0.380976,0.875627,T2,1
0.825361,B,0.364232,0.038861,T2,0
0.774877,C,0.667950,0.045913,T2,1
0.123281,B,0.095163,0.881434,T2,0
0.921787,A,0.152636,0.135290,T2,1
0.170309,A,0.529224,0.902837,T2,0
0.163791,C,0.544384,0.515258,T2,0
0.888392,B,0.988844,0.872669,T2,0
0.485183,B,,0.659392,T2,0
0.523114,B,0.787710,0.928470,T2,0
0.504060,B,0.328212,0.193415,T2,0
0.017888,A,0.987464,0.085071,T2,0
0.591025,B,0.029835,0.357047,T2,0
0.249063,C,0.908105,0.197264,T2,0
0.005189,C,0.445135,0.059074,T2,0
0.228779,A,0.310194,0.520519,T2,0
0.281757,C,0.364894,0.090017,T2,0
0.482575,B,0.217999,0.590568,T2,0
0.506745,C,0.529084,0.804722,T2,1
0.360804,B,0.002994,0.811465,T2,0
0.237569,B,0.341670,0.436020,T2,0
0.050228,B,,0.458966,T2,0
0.944612,C,0.610647,0.105335,T2,1
0.638471,B,0.875019,0.054792,T2,0
0.329848,C,,0.463383,T2,0
0.991747,B,0.190946,0.506499,T2,0
0.657565,C,0.923379,0.796720,T2,0
0.179762,C,0.693001,0.571686,T2,0
0.005246,C,0.735474,0.607912,T2,0
0.708910,A,0.915701,0.977830,T2,0
0.447767,A,0.291022,0.511735,T2,0
0.928446,C,0.889386,0.117704,T2,0
0.975485,C,,0.469182,T2,0
0.691634,B,0.262521,0.617697,T2,0
0.576592,A,,0.850908,T2,1
0.022898,B,0.316459,0.128450,T2,0
0.308796,A,0.849062,0.122014,T2,0
0.682919,C,0.344812,0.242711,T2,1
0.046280,B,0.616438,0.223472,T2,0
