VAR1,VAR2,VAR3,VAR4,VAR5,TRAITEMENT,CIBLE
0.933518,A,0.932699,0.284281,0.629340,T1,0
0.365733,B,,0.670765,0.299103,T1,1
0.442729,A,0.086937,0.656566,0.019486,T1,0
0.168658,A,0.252388,0.260067,0.935899,T1,0
0.659539,A,0.714281,0.847767,0.203251,T1,0
0.344054,A,0.568879,0.715852,0.458138,T1,0
0.811868,A,0.126003,0.307552,0.848171,T1,0
0.414616,C,0.343343,0.920362,0.468580,T1,1
0.925346,B,0.959178,0.912030,0.186191,T1,0
0.556140,B,,0.838297,0.553036,T1,0
0.418249,C,0.853031,0.155721,0.543454,T1,0
0.739084,B,0.982623,0.188391,0.470966,T1,0
0.373157,B,0.185425,0.782258,0.232743,T1,1
0.440812,A,0.150688,0.503685,0.748789,T1,0
0.338657,B,0.524812,0.636801,0.761621,T1,1
0.540563,A,0.776581,0.869620,0.105625,T1,0
0.807097,B,0.821183,0.422296,0.275237,T1,0
0.326678,C,0.415809,0.432763,0.744702,T1,1
0.078335,A,0.095337,0.744029,0.948172,T1,0
0.227374,C,0.561198,0.093189,0.104114,T1,0
0.137520,C,0.625487,0.939299,0.044387,T1,0
0.989764,A,0.939650,0.174892,0.940998,T1,0
0.323756,B,0.017224,0.672916,0.754786,T1,1
0.975204,A,0.091933,0.252263,0.321731,T1,0
0.586411,B,0.673975,0.834915,0.911513,T1,0
0.311197,B,0.048951,0.279172,0.208628,T1,1
0.974898,B,,0.816946,0.694992,T1,0
0.644339,A,0.927956,0.615439,0.723410,T1,0
0.427314,B,0.507019,0.183945,0.064129,T1,0
0.501130,B,0.584903,0.091277,0.661866,T1,0
0.985080,A,0.729346,0.545591,0.957736,T1,0
0.530426,B,0.501775,0.741133,0.955243,T1,0
0.917493,B,,0.151884,0.394122,T1,0
0.650311,C,0.578101,0.212701,0.025592,T1,0
0.643165,C,,0.496632,0.308076,T1,0
0.912550,C,0.110695,0.221923,0.879639,T1,0
0.124590,A,0.532379,0.129516,0.736484,T1,0
0.370618,B,,0.079259,0.156272,T1,0
0.576121,B,0.115857,0.179235,0.440834,T1,0
0.802264,B,0.032842,0.569970,0.710430,T1,0
0.613764,B,0.642744,0.466954,0.675098,T1,0
0.121554,A,0.142187,0.987468,0.482392,T1,0
0.235248,A,0.717022,0.161868,0.508365,T1,0
0.220310,C,0.162122,0.261865,0.270101,T1,1
0.332651,C,0.101194,0.529408,0.532340,T1,1
0.575969,B,0.218438,0.297732,0.222067,T1,0
0.137763,A,0.508175,0.573103,0.568010,T1,0
0.550300,A,0.088668,0.325292,0.258051,T1,0
0.997545,A,,0.939974,0.904336,T1,0
0.488907,A,0.533918,0.700386,0.260784,T1,0
0.718235,C,0.777842,0.493707,0.011795,T1,0
0.856204,A,0.911517,0.758069,0.705405,T1,0
0.386545,A,0.950894,0.060698,0.421739,T1,0
0.337482,A,0.000736,0.320289,0.754424,T1,0
0.040598,B,0.146410,0.760771,0.067255,T1,0
0.663527,A,0.516227,0.456446,0.859480,T1,0
0.694042,A,0.865961,0.705300,0.571123,T1,0
0.468672,B,0.607403,0.418276,0.511208,T1,1
0.835639,C,0.555154,0.582113,0.410659,T1,0
0.921256,A,0.962482,0.484220,0.733769,T1,0
0.177589,B,0.797990,0.527836,0.794982,T1,1
0.701890,C,0.233237,0.197351,0.057096,T1,0
0.355697,C,0.078779,0.992407,0.529377,T1,1
0.276141,A,0.469267,0.294075,0.594470,T1,0
0.849752,C,0.657472,0.761358,0.022514,T1,0
0.069460,A,,0.676858,0.878959,T1,0
0.517863,B,0.965949,0.051204,0.968360,T1,0
0.026721,A,0.538057,0.872539,0.001013,T1,0
0.511289,A,0.887747,0.366854,0.475655,T1,0
0.006292,B,0.148751,0.883936,0.492704,T1,1
0.847081,B,0.342129,0.667114,0.231273,T1,0
0.396297,C,0.071274,0.571155,0.794613,T1,1
0.165403,B,0.514650,0.837171,0.178324,T1,0
0.018168,A,0.191587,0.191882,0.797914,T1,0
0.289320,B,0.856770,0.809572,0.740808,T1,0
0.640104,C,0.847642,0.265984,0.888329,T1,0
0.452350,A,0.860769,0.263752,0.828278,T1,0
0.499638,A,0.339806,0.936382,0.769163,T1,0
0.656400,A,0.274961,0.588319,0.236828,T1,0
0.102354,B,0.013957,0.901652,0.106959,T1,0
0.427007,A,0.715976,0.352081,0.055777,T1,0
0.330600,A,,0.341274,0.302446,T1,0
0.434381,B,0.162492,0.785822,0.949631,T1,0
0.388121,A,0.011130,0.340956,0.351922,T1,0
0.892295,B,0.722086,0.688669,0.977488,T1,0
0.179529,C,0.655253,0.783346,0.819855,T1,0
0.584267,A,0.049134,0.038764,0.954984,T1,0
0.016593,C,0.904678,0.017290,0.028678,T1,0
0.100501,C,0.966215,0.326435,0.597880,T1,0
0.454198,C,0.620446,0.390492,0.402862,T1,1
0.146092,C,0.677745,0.003491,0.124447,T1,0
0.900723,C,0.567068,0.369397,0.475619,T1,0
0.080388,B,0.543638,0.820629,0.838983,T1,0
0.500777,C,0.050714,0.970561,0.430244,T1,0
0.231246,C,,0.035609,0.762744,T1,1
0.823243,A,0.939064,0.507485,0.154965,T1,0
0.463312,A,0.493503,0.009115,0.738750,T1,0
0.891080,B,0.236002,0.043735,0.361689,T1,0
0.815790,C,0.280970,0.804118,0.304749,T1,0
0.509089,B,0.623831,0.193208,0.164739,T1,0
0.483509,A,0.755929,0.453025,0.518377,T1,0
0.637267,C,0.816582,0.939913,0.749441,T1,0
0.030850,A,0.086985,0.241580,0.565937,T1,0
0.778262,C,0.006273,0.436688,0.173349,T1,0
0.149937,C,0.801233,0.111790,0.676036,T1,0
0.655564,A,0.100320,0.264689,0.967872,T1,0
0.116593,B,,0.862141,0.825480,T1,0
0.375689,C,0.119112,0.483124,0.106287,T1,0
0.786512,C,0.267250,0.442470,0.818438,T1,0
0.170653,B,0.931813,0.209993,0.390029,T1,0
0.597342,A,0.256280,0.231868,0.784174,T1,0
0.176065,C,0.349215,0.228596,0.742590,T1,1
0.336949,A,,0.210577,0.427896,T1,0
0.547900,C,0.599126,0.366045,0.829138,T1,0
0.420641,A,0.999598,0.626241,0.248087,T1,0
0.557340,C,0.452408,0.787660,0.751250,T1,0
0.977630,C,0.739532,0.233314,0.275413,T1,0
0.252786,B,0.356110,0.230772,0.063720,T1,0
0.799506,A,,0.538245,0.000854,T1,0
0.264073,A,0.771117,0.681266,0.774061,T1,0
0.404315,B,0.431114,0.173468,0.993077,T1,0
0.817699,B,0.029511,0.007594,0.490663,T1,0
0.626116,A,0.606213,0.260571,0.085366,T1,0
0.682367,C,0.296418,0.715331,0.601959,T1,0
0.506601,B,0.018902,0.166925,0.549446,T1,0
0.035770,A,0.687354,0.970443,0.368244,T1,0
0.842244,C,0.602158,0.108666,0.540607,T1,0
0.107962,A,0.233645,0.197459,0.652523,T1,0
0.412298,B,0.500636,0.713109,0.466191,T1,1
0.657206,B,0.509271,0.877877,0.653275,T1,0
0.390637,B,0.938344,0.403117,0.170074,T1,0
0.319812,C,0.689081,0.425438,0.584371,T1,1
0.084281,C,0.791405,0.040897,0.000794,T1,0
0.654937,A,0.683770,0.133637,0.401490,T1,0
0.604798,C,0.882623,0.393667,0.631138,T1,0
0.852512,C,0.646905,0.203110,0.244463,T1,0
0.795110,A,,0.423060,0.504473,T1,0
0.347933,B,0.749387,0.706024,0.419109,T1,1
0.677299,C,0.662797,0.302445,0.901304,T1,0
0.886217,B,0.076807,0.193454,0.858448,T1,0
0.426136,C,0.561945,0.102441,0.000116,T1,0
0.840538,C,0.937131,0.553116,0.639611,T1,0
0.247615,B,0.855819,0.056951,0.089022,T1,0
0.379759,B,0.534840,0.026100,0.095961,T1,0
0.454162,A,0.799422,0.714821,0.115282,T1,0
0.095022,C,0.594588,0.888531,0.078925,T1,0
0.967979,A,,0.861630,0.956125,T1,0
0.139336,B,,0.485893,0.373212,T1,1
0.939056,C,0.808817,0.173857,0.129657,T1,0
0.278343,B,0.004348,0.418363,0.237359,T1,1
0.481999,B,,0.305450,0.449781,T1,1
0.620407,C,0.123208,0.997483,0.574992,T1,0
0.208497,C,0.320904,0.029042,0.391712,T1,1
0.362466,C,0.895010,0.562278,0.792826,T1,0
0.435268,C,0.741067,0.951538,0.079926,T1,0
0.570868,A,0.860285,0.046044,0.369234,T1,0
0.597598,A,,0.803897,0.493553,T1,0
0.075422,B,0.366985,0.186654,0.830187,T1,0
0.597045,B,0.061972,0.282166,0.122041,T1,0
0.838089,B,,0.880729,0.200426,T1,0
0.287420,B,0.024458,0.900348,0.963854,T1,0
0.848688,B,0.464098,0.859690,0.364420,T1,0
0.247333,A,0.293313,0.424995,0.709632,T1,0
0.863830,A,,0.982484,0.497116,T1,0
0.687192,B,0.240472,0.663326,0.433723,T1,0
0.194786,A,0.491852,0.595795,0.080373,T1,0
0.090328,B,0.940439,0.941140,0.114601,T1,0
0.602584,A,0.174570,0.088652,0.789328,T1,0
0.315479,B,0.028226,0.339208,0.652429,T1,1
0.741737,A,0.451212,0.926553,0.277949,T1,0
0.436754,A,0.420118,0.128442,0.838854,T1,0
0.522772,A,0.626374,0.074543,0.144585,T1,0
0.265173,A,0.619410,0.477441,0.948814,T1,0
0.445893,C,0.776717,0.640821,0.583800,T1,1
0.929472,C,0.666496,0.136156,0.915056,T1,0
0.714414,B,0.097343,0.027826,0.927100,T1,0
0.232572,C,0.395106,0.200824,0.258619,T1,1
0.678390,C,0.961011,0.527538,0.023475,T1,0
0.815282,B,0.664268,0.348351,0.183198,T1,0
0.993924,B,0.715169,0.083147,0.350339,T1,0
0.081113,A,,0.818898,0.292241,T1,0
0.395870,A,0.036812,0.243393,0.397011,T1,0
0.062026,B,0.896889,0.509397,0.775130,T1,0
0.439539,C,0.026137,0.297684,0.348764,T1,1
0.777651,A,0.375497,0.393648,0.721325,T1,0
0.882972,B,,0.070620,0.705000,T1,0
0.643638,A,,0.877423,0.202347,T1,0
0.919862,B,0.343936,0.780325,0.377084,T1,0
0.460903,A,0.879822,0.508685,0.374379,T1,0
0.764115,A,0.402990,0.872031,0.954810,T1,0
0.283581,A,,0.386525,0.878883,T1,0
0.114430,B,0.217919,0.569622,0.654149,T1,1
0.286240,B,0.639942,0.432400,0.360058,T1,1
0.478320,A,0.902521,0.537448,0.569240,T1,0
0.322546,B,0.077321,0.031321,0.370409,T1,1
0.173127,B,0.336370,0.708853,0.791237,T1,1
0.856098,C,0.977947,0.253181,0.004807,T1,0
0.880920,C,0.183613,0.186431,0.590577,T1,0
0.796912,B,0.266119,0.013051,0.378089,T1,0
0.470618,A,0.765630,0.121859,0.309951,T1,0
0.510170,B,0.115529,0.913477,0.400859,T1,0
0.866116,A,0.899693,0.414180,0.535156,T1,0
0.011342,A,0.374797,0.928873,0.474829,T1,0
0.127246,C,0.730993,0.249114,0.822634,T1,0
0.507094,B,0.370259,0.904495,0.864600,T1,0
0.893347,A,,0.117024,0.282027,T1,0
0.443883,A,0.264495,0.014675,0.976526,T1,0
0.177403,C,0.809004,0.019471,0.206771,T1,0
0.057142,C,0.860093,0.878020,0.269706,T1,0
0.295737,B,0.256458,0.754837,0.383277,T1,1
0.173494,A,0.536979,0.563781,0.087425,T1,0
0.338949,C,0.647256,0.046552,0.722904,T1,1
0.706046,B,,0.106721,0.002431,T1,0
0.683189,A,0.183475,0.599113,0.343842,T1,0
0.655423,C,,0.678933,0.998198,T1,0
0.037408,B,0.754904,0.680596,0.067435,T1,0
0.386949,A,0.237473,0.739330,0.288778,T1,0
0.017841,A,0.541338,0.691856,0.334904,T1,0
0.210632,C,0.357324,0.006978,0.123593,T1,0
0.643086,C,0.958710,0.239581,0.495492,T1,0
0.988044,B,0.013243,0.039003,0.570687,T1,0
0.459664,A,0.162783,0.484141,0.750376,T1,0
0.791860,C,0.727592,0.974746,0.041991,T1,0
0.909353,B,0.028212,0.827029,0.243611,T1,0
0.921697,B,0.647724,0.563608,0.184166,T1,0
0.795129,A,0.949922,0.512182,0.732615,T1,0
0.180798,B,0.741128,0.812650,0.523867,T1,1
0.380751,B,0.504701,0.377235,0.740177,T1,1
0.888418,C,0.494913,0.968399,0.030322,T1,0
0.228123,A,0.305859,0.175112,0.185888,T1,0
0.634993,A,0.731972,0.458835,0.492499,T1,0
0.948795,C,,0.012696,0.337112,T1,0
0.367744,B,0.431463,0.723403,0.932643,T1,0
0.726181,C,0.176797,0.240219,0.918485,T1,0
0.719278,B,0.095518,0.576140,0.429284,T1,0
0.668902,C,0.388160,0.457553,0.346283,T1,0
0.750302,A,0.545005,0.003687,0.279896,T1,0
0.726059,B,0.685208,0.809156,0.107254,T1,0
0.390353,C,0.331767,0.496552,0.387486,T1,1
0.721335,A,0.319635,0.642615,0.494830,T1,0
0.154279,C,0.867974,0.638638,0.826276,T1,0
0.859659,C,0.647790,0.599768,0.849126,T1,0
0.115934,A,0.621539,0.211625,0.263727,T1,0
0.638900,A,0.616130,0.990183,0.099664,T1,0
0.982820,B,0.043036,0.924555,0.163408,T1,0
0.996790,A,0.095028,0.852221,0.732792,T1,0
0.477653,B,0.993091,0.998123,0.436372,T1,0
0.277893,A,0.021778,0.730860,0.877467,T1,0
0.863383,B,0.304173,0.298235,0.083834,T1,0
0.680452,C,0.373971,0.467906,0.076036,T1,0
0.848774,C,0.332726,0.264500,0.857983,T1,0
0.134571,B,0.693842,0.160589,0.145538,T1,0
0.077568,C,0.211831,0.865865,0.518810,T1,1
0.967608,C,0.452301,0.382866,0.686648,T1,0
0.976230,C,0.157628,0.481980,0.634307,T1,0
0.534437,C,0.916327,0.517257,0.293783,T1,0
0.914731,C,0.951755,0.986277,0.386477,T1,0
0.611523,B,0.334506,0.189602,0.994840,T1,0
0.151783,A,0.641962,0.992245,0.034253,T1,0
0.526169,A,0.506803,0.334351,0.392019,T1,0
0.118037,A,0.182254,0.355802,0.839565,T1,0
0.098673,B,0.986651,0.768637,0.371384,T1,0
0.839554,A,0.662267,0.004871,0.490011,T1,0
0.040434,C,0.840142,0.956362,0.740080,T1,0
0.566663,A,0.497331,0.972434,0.215451,T1,0
0.754294,A,0.025913,0.012901,0.221869,T1,0
0.297098,A,0.638769,0.079871,0.978618,T1,0
0.129649,C,0.981680,0.176534,0.502672,T1,0
0.096140,A,0.292446,0.812548,0.729441,T1,0
0.956608,C,0.473605,0.207508,0.390294,T1,0
0.706615,C,0.098112,0.820256,0.683858,T1,0
0.615419,B,0.728352,0.537923,0.492624,T1,0
0.267822,A,0.139448,0.817769,0.275479,T1,0
0.233492,C,0.814604,0.186638,0.585813,T1,0
0.877015,B,0.929601,0.255651,0.584914,T1,0
0.532056,A,,0.899198,0.283822,T1,0
0.442734,A,0.988825,0.253105,0.710060,T1,0
0.346867,B,,0.766326,0.472592,T1,1
0.463388,B,0.608472,0.508478,0.143625,T1,0
0.599659,C,0.422935,0.633079,0.883310,T1,0
0.879907,B,0.606237,0.203513,0.129435,T1,0
0.472490,C,0.602489,0.726980,0.827171,T1,0
0.863772,A,0.209620,0.506254,0.446331,T1,0
0.881836,A,0.603380,0.596152,0.270229,T1,0
0.186537,C,0.616830,0.080514,0.350049,T1,1
0.483763,B,0.460993,0.676066,0.589959,T1,1
0.424325,C,,0.623034,0.976664,T1,0
0.638607,B,0.456677,0.384674,0.392497,T1,0
0.655179,B,0.878934,0.610841,0.718900,T1,0
0.402135,B,0.968773,0.586912,0.888685,T1,0
0.489530,A,0.288689,0.321124,0.645420,T1,0
0.848696,A,,0.406584,0.081317,T1,0
0.688218,B,0.887586,0.315726,0.017212,T1,0
0.375590,C,0.866484,0.260743,0.494464,T1,0
0.939598,B,0.322671,0.632415,0.181626,T1,0
0.050625,C,0.131643,0.194302,0.033139,T1,0
0.042803,C,0.114393,0.343265,0.026791,T1,0
0.902247,A,0.998623,0.626887,0.403226,T1,0
0.100988,B,0.569219,0.018399,0.110560,T1,0
0.457188,A,0.476990,0.225714,0.305539,T1,0
0.971431,C,0.511497,0.626548,0.365480,T1,0
0.603836,A,0.165367,0.016347,0.140333,T1,0
0.875929,A,0.293120,0.261059,0.049329,T1,0
0.948742,B,,0.704495,0.326068,T1,0
0.263292,A,0.056624,0.987150,0.274539,T1,0
0.884974,A,,0.196460,0.154908,T1,0
0.226840,C,,0.494943,0.033411,T1,0
0.696947,A,0.699824,0.786173,0.510349,T1,0
0.539849,A,0.522339,0.942513,0.213053,T1,0
0.154712,C,0.629547,0.488764,0.470729,T1,1
0.590473,A,0.569548,0.207202,0.973775,T1,0
0.116428,A,0.817021,0.475419,0.303726,T1,0
0.203757,B,,0.023880,0.039411,T1,0
0.986966,B,0.782497,0.392470,0.419425,T1,0
0.963491,A,0.248047,0.386942,0.642109,T1,0
0.532229,C,,0.260653,0.984791,T1,0
0.453849,A,0.278566,0.968728,0.419392,T1,0
0.961253,B,0.984252,0.156069,0.173213,T1,0
0.196420,A,0.433407,0.851927,0.873260,T1,0
0.733057,B,0.979350,0.831719,0.465296,T1,0
0.243374,A,0.917059,0.068651,0.084175,T1,0
0.717641,B,0.859496,0.857167,0.638141,T1,0
0.425220,A,0.492225,0.367367,0.241828,T1,0
0.642753,C,0.841925,0.558998,0.974238,T1,0
0.356619,C,0.771164,0.019988,0.408404,T1,1
0.148950,B,0.437303,0.255139,0.799298,T1,1
0.418783,B,,0.978919,0.950757,T1,0
0.801271,B,0.458202,0.496448,0.032837,T1,0
0.705045,A,0.809339,0.616530,0.402230,T1,0
0.146780,C,0.418798,0.587691,0.407453,T1,1
0.370770,C,0.652784,0.547795,0.801875,T1,0
0.452479,C,0.438685,0.566219,0.444595,T1,1
0.138690,C,0.109623,0.779717,0.975786,T1,0
0.390503,C,0.477860,0.331149,0.984534,T1,0
0.295214,C,0.775987,0.814422,0.133308,T1,0
0.070762,B,0.365042,0.547816,0.330679,T1,1
0.127845,A,0.793946,0.375946,0.511666,T1,0
0.929942,A,0.023944,0.257928,0.036372,T1,0
0.586044,B,0.878667,0.406389,0.854655,T1,0
0.595744,B,0.464193,0.463735,0.895179,T1,0
0.383755,B,0.542083,0.323582,0.336273,T1,1
0.866294,A,0.019401,0.076936,0.245489,T1,0
0.819474,C,0.637864,0.112608,0.193441,T1,0
0.311934,B,0.914217,0.739752,0.682018,T1,0
0.782860,C,0.178022,0.658485,0.802266,T1,0
0.321123,C,,0.772696,0.056440,T1,0
0.616201,A,0.250168,0.015689,0.042791,T1,0
0.125638,B,0.410728,0.921606,0.954523,T1,0
0.925016,A,0.366351,0.036239,0.027724,T1,0
0.601335,C,,0.839050,0.924788,T1,0
0.273627,B,0.061682,0.988654,0.939121,T1,0
0.861544,C,0.327975,0.915939,0.684574,T1,0
0.408049,C,,0.985503,0.132808,T1,0
0.033563,C,,0.653346,0.275488,T1,1
0.589527,C,0.321623,0.193801,0.588672,T1,0
0.568644,A,0.159316,0.144099,0.610187,T1,0
0.393123,C,0.702533,0.783175,0.273392,T1,1
0.201221,A,0.993172,0.520468,0.452478,T1,0
0.557890,C,0.925360,0.789881,0.035710,T1,0
0.827761,A,0.800439,0.754715,0.501549,T1,0
0.536337,A,0.050421,0.293854,0.711044,T1,0
0.023467,A,0.252848,0.790543,0.870456,T1,0
0.527864,A,0.218929,0.019357,0.888347,T1,0
0.972508,C,0.195163,0.974750,0.754288,T1,0
0.099744,B,0.590946,0.022525,0.768319,T1,1
0.142765,B,0.014341,0.339781,0.156100,T1,0
0.844921,B,0.702745,0.439823,0.600389,T1,0
0.936041,A,0.294180,0.918586,0.668782,T1,0
0.673307,B,0.016686,0.008581,0.976519,T1,0
0.683873,A,0.170756,0.605617,0.735641,T1,0
0.377866,A,0.601269,0.920996,0.113994,T1,0
0.356780,A,0.940664,0.383017,0.775433,T1,0
0.852808,B,0.011715,0.786073,0.638186,T1,0
0.944591,A,,0.592027,0.604833,T1,0
0.688048,C,0.794352,0.841801,0.604454,T1,0
0.519224,C,0.604162,0.830909,0.286524,T1,0
0.625144,A,0.545436,0.195926,0.090131,T1,0
0.711450,C,0.414242,0.209689,0.441532,T1,0
0.191710,C,0.642347,0.007779,0.999246,T1,0
0.360938,A,0.014955,0.231024,0.884404,T1,0
0.096984,A,0.085961,0.907229,0.930291,T1,0
0.116559,A,0.992363,0.675376,0.551268,T1,0
0.088503,C,0.543988,0.262649,0.164339,T1,0
0.534778,A,,0.031313,0.351262,T1,0
0.401817,B,,0.587701,0.003926,T1,0
0.296859,A,0.759943,0.486134,0.907058,T1,0
0.613723,C,0.230752,0.811492,0.653786,T1,0
0.283538,B,0.737428,0.051628,0.591041,T1,1
0.176055,A,0.446397,0.940954,0.751636,T1,0
0.644994,B,0.606993,0.602140,0.658476,T1,0
0.816372,B,0.871670,0.391929,0.349227,T1,0
0.064770,B,0.411192,0.720657,0.228964,T1,1
0.189171,A,0.934325,0.465718,0.799539,T1,0
0.521171,C,0.897009,0.554404,0.733011,T1,0
0.173878,C,0.913646,0.107551,0.859084,T1,0
0.793406,C,0.052753,0.742104,0.385222,T1,0
0.132729,A,0.377411,0.547111,0.999586,T1,0
0.938459,A,0.966446,0.914667,0.149340,T1,0
0.218198,B,0.242909,0.627247,0.835294,T1,0
0.730620,C,,0.165782,0.784856,T1,0
0.199057,C,0.165755,0.467480,0.105731,T1,0
0.722509,A,0.189288,0.726476,0.003284,T1,0
0.978559,A,0.726930,0.582152,0.405079,T1,0
0.210007,B,,0.359817,0.146678,T1,0
0.028344,B,0.464796,0.603948,0.727468,T1,1
0.572092,B,0.083574,0.724621,0.756542,T1,0
0.357453,B,0.584147,0.723555,0.836836,T1,0
0.150749,C,0.881477,0.994676,0.374357,T1,0
0.786448,B,0.990761,0.713595,0.539718,T1,0
0.336457,B,0.884594,0.673194,0.613210,T1,0
0.479867,C,0.148850,0.451929,0.265612,T1,1
0.548421,B,0.480196,0.324431,0.181593,T1,0
0.271356,C,0.968236,0.412189,0.903431,T1,0
0.830667,A,,0.815304,0.774140,T1,0
0.270080,C,0.217908,0.924123,0.091565,T1,0
0.182417,C,0.638393,0.830561,0.775658,T1,1
0.076064,B,0.342521,0.761447,0.255402,T1,1
0.804162,B,0.722147,0.900487,0.187416,T1,0
0.032118,A,,0.783528,0.117906,T1,0
0.151565,B,0.976432,0.902776,0.000473,T1,0
0.426685,B,0.848538,0.889817,0.201472,T1,0
0.996558,C,0.019435,0.455577,0.942958,T1,0
0.231084,C,0.696942,0.787784,0.943532,T1,0
0.093501,B,0.644663,0.186102,0.690474,T1,1
0.826346,A,,0.978079,0.491898,T1,0
0.866851,A,0.912524,0.147987,0.538566,T1,0
0.849937,A,0.181541,0.605092,0.033545,T1,0
0.987923,B,,0.108735,0.470974,T1,0
0.698778,A,0.697503,0.591385,0.003290,T1,0
0.139463,C,0.489565,0.304323,0.378012,T1,1
0.023644,A,0.544305,0.487000,0.870982,T1,0
0.232343,B,0.266764,0.503125,0.634235,T1,1
0.826661,C,0.661117,0.918235,0.671417,T1,0
0.413578,C,0.168945,0.021175,0.778533,T1,1
0.927318,B,0.739606,0.386109,0.002124,T1,0
0.410894,C,0.115094,0.132325,0.151666,T1,0
0.095567,A,0.294472,0.418516,0.281333,T1,0
0.519290,C,0.605402,0.182505,0.600371,T1,0
0.674309,B,0.383344,0.531978,0.101080,T1,0
0.932842,A,0.313636,0.485472,0.898992,T1,0
0.450950,C,0.772888,0.008813,0.984835,T1,0
0.269390,B,0.349988,0.610172,0.446415,T1,1
0.458621,A,0.666917,0.936503,0.975389,T1,0
0.328377,C,0.462646,0.002528,0.952606,T1,0
0.713900,C,0.659501,0.818791,0.196689,T1,0
0.020349,B,,0.772949,0.270485,T1,0
0.249272,B,0.155098,0.790368,0.857317,T1,0
0.137223,B,0.296545,0.383062,0.502291,T1,1
0.660907,B,0.519359,0.377032,0.535488,T1,0
0.703356,A,0.792637,0.734807,0.583097,T1,0
0.783880,C,0.812020,0.958952,0.616352,T1,0
0.193777,A,0.100163,0.053900,0.036703,T1,0
0.628475,B,0.918921,0.272890,0.382035,T1,0
0.067991,A,0.920968,0.797914,0.586750,T1,0
0.493851,A,0.760763,0.446953,0.827292,T1,0
0.051030,A,0.107783,0.278151,0.652681,T1,0
0.039560,C,0.604116,0.575058,0.331079,T1,1
0.898762,A,0.169812,0.155456,0.224967,T1,0
0.213909,C,0.221491,0.898156,0.273568,T1,1
0.297854,B,0.744575,0.556475,0.470559,T1,1
0.335697,B,0.388499,0.509016,0.823809,T1,0
0.697427,B,0.900597,0.761806,0.692990,T1,0
0.678835,C,0.574608,0.191275,0.792158,T1,0
0.464575,B,0.004607,0.408585,0.523674,T1,1
0.501441,A,0.634453,0.870875,0.199538,T1,0
0.197178,B,0.678525,0.996799,0.918613,T1,0
0.993378,C,0.249133,0.515437,0.708007,T1,0
0.105112,B,0.880034,0.550006,0.048288,T1,0
0.616312,B,0.683387,0.334811,0.199497,T1,0
0.983386,A,,0.622379,0.012755,T1,0
0.082660,C,0.955415,0.927844,0.435020,T1,0
0.711140,B,0.770300,0.551192,0.907971,T1,0
0.379859,B,0.376646,0.004627,0.904909,T1,0
0.396643,B,0.495837,0.834613,0.378176,T1,1
0.179428,C,0.801207,0.882694,0.520563,T1,0
0.771845,B,,0.338839,0.612043,T1,0
0.846967,B,,0.539594,0.101244,T1,0
0.021049,B,0.671387,0.733289,0.971868,T1,0
0.609341,A,0.532436,0.451875,0.649936,T1,0
0.636017,A,0.077048,0.780179,0.503033,T1,0
0.650602,A,0.146087,0.376265,0.701956,T1,0
0.485969,C,0.838259,0.455040,0.527469,T1,0
0.093106,C,0.768501,0.677237,0.067437,T1,0
0.865994,A,0.369064,0.288839,0.756652,T1,0
0.485714,B,0.968122,0.015949,0.373341,T1,0
0.613840,B,0.052333,0.422449,0.168080,T1,0
0.082903,C,,0.382183,0.542306,T1,0
0.965764,A,0.942686,0.025916,0.560103,T1,0
0.624423,B,0.595242,0.232372,0.073379,T1,0
0.907320,A,0.742641,0.653393,0.915249,T1,0
0.689582,B,,0.517159,0.202378,T1,0
0.255557,A,0.688917,0.248167,0.902916,T1,0
0.089998,B,0.394604,0.422145,0.574993,T1,1
0.202807,C,0.079549,0.368143,0.609659,T1,1
0.519495,B,0.885294,0.486732,0.134229,T1,0
0.059921,B,0.989779,0.151505,0.066881,T1,0
0.805932,C,0.762401,0.349057,0.752161,T1,0
0.633804,B,0.478441,0.219097,0.897437,T1,0
0.740437,C,0.531843,0.974442,0.375127,T1,0
0.536535,A,0.907521,0.230300,0.199580,T1,0
0.938849,C,0.162038,0.165831,0.090667,T1,0
0.742391,B,0.780081,0.138798,0.478521,T1,0
0.864943,C,0.483859,0.863175,0.340001,T1,0
0.416072,C,0.761865,0.613341,0.960710,T1,0
0.240629,A,0.415289,0.298365,0.153521,T1,0
0.717290,A,0.886397,0.977447,0.363632,T1,0
0.292236,A,,0.948953,0.442098,T1,0
0.285969,C,0.005064,0.910937,0.559580,T1,1
0.989940,A,0.278082,0.041300,0.570982,T1,0
0.682355,C,0.822100,0.799494,0.780487,T1,0
0.634896,C,0.063087,0.105469,0.716548,T1,0
0.809605,C,0.012389,0.571524,0.190663,T1,0
0.423074,C,0.116292,0.406036,0.130742,T1,0
0.600395,C,0.578170,0.225626,0.702061,T1,0
0.994630,B,0.548535,0.565013,0.860207,T1,0
0.886963,C,0.367888,0.718131,0.294199,T1,0
0.339155,A,0.331004,0.418568,0.297706,T1,0
0.404846,C,0.287222,0.670357,0.428799,T1,1
0.660964,C,0.539748,0.489919,0.056694,T1,0
0.399555,A,0.955812,0.462996,0.201806,T1,0
0.217159,B,0.429163,0.610519,0.490733,T1,1
0.109020,A,0.598400,0.145360,0.655704,T1,0
0.408876,C,,0.716781,0.100588,T1,0
0.413574,A,0.867772,0.146497,0.093740,T1,0
0.527795,C,0.970646,0.726488,0.605315,T1,0
